Reviewed	Classification	Entry	Title	PDB chain IDs
FALSE	3.3	P17427	AP-2 complex subunit alpha-2 OS=Mus musculus OX=10090 GN=Ap2a2 PE=1 SV=2	1b9kA,1ky6A,1ky7A,1kydA,1kyfA,1kyuA,1qtpA,1qtsA,1w80A,2jkrA,2jkrL,2jktA,2jktL,2vj0A,3hs8A,6owoA,6oxlA
FALSE	3.3	P55273	Cyclin-dependent kinase 4 inhibitor D OS=Homo sapiens OX=9606 GN=CDKN2D PE=1 SV=1	1bd8A,1bi8B,1bi8D
FALSE	4.2	P39767	Porin OS=Rhodobacter blasticus OX=1075 GN=opmA PE=1 SV=1	1bh3A,1h6s1,1prnA,2prnA,3prnA,5prnA,6prnA,7prnA,8prnA
FALSE	3.1	P26509	Endo-polygalacturonase OS=Pectobacterium parmentieri OX=1905730 GN=pehA PE=1 SV=1	1bheA
FALSE	5.5	P25033	Hemolin OS=Hyalophora cecropia OX=7123 PE=1 SV=2	1bihA,1bihB
FALSE	4.2	Q28133	Allergen Bos d 2 OS=Bos taurus OX=9913 PE=1 SV=1	1bj7A,4wfuA,4wfvA
TRUE	4.1	Q51958	Muconate lactonizing enzyme OS=Pseudomonas putida OX=303 GN=catB PE=1 SV=1	1bkhA,1bkhB,1bkhC,1f9cA,1f9cB
FALSE	4.4	P24474	Nitrite reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nirS PE=1 SV=1	1bl9A,1bl9B,1gjqA,1gjqB,1hzuA,1hzvA,1n15A,1n15B,1n50A,1n50B,1n90A,1n90B,1nirA,1nirB,1nnoA,1nnoB,5guwM,5guwN
FALSE	5.5	P40189	Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2	1bj8A,1bquA,1bquB,1i1rA,1p9mA,1pvhA,1pvhC,3l5hA,3l5iA,3l5jA,3l5jB
FALSE	3.3	Q02821	Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP1 PE=1 SV=1	1bk5A,1bk5B,1bk6A,1bk6B,1ee4A,1ee4B,1ee5A,1un0A,1un0B,1wa5B,2c1tA,2c1tB,4pvzA,4pvzB,4xzrB,5h2wA,5h2wC,5h2xA,5t94B
FALSE	4.4,3.3	P11442	Clathrin heavy chain 1 OS=Rattus norvegicus OX=10116 GN=Cltc PE=1 SV=3	1bpoA,1bpoB,1bpoC,1c9iA,1c9iB,1c9lA,1c9lB
FALSE	4.2,4.4	P29373	Cellular retinoic acid-binding protein 2 OS=Homo sapiens OX=9606 GN=CRABP2 PE=1 SV=2	1blrA,1bm5A,1cbqA,1cbsA,1xcaA,1xcaB,2cbsA,2fr3A,2frsA,2frsB,2fs6A,2fs6B,2fs7A,2fs7B,2g78A,2g79A,2g7bA,3cbsA,3cr6A,3cwkA,3d95A,3d95B,3d96A,3d96B,3d97A,3d97B,3f8aA,3f9dA,3f9dB,3fa6A,3fa6B,3fa7A,3fa7B,3fa8A,3fa8B,3fa9A,3fa9B,3fekA,3fekB,3felA,3felB,3fenA,3fenB,3fepA,3i17A,3i17B,4i9rA,4i9sA,4m6sA,4m7mA,4qgvA,4qgvB,4qgwA,4qgwB,4qgxA,4qgxB,4ybpA,4ybuA,4yceA,4ychA,4ydaA,4ydbA,4yfpA,4yfqA,4yfrA,4yggA,4yghA,4ygzA,4yh0A,4ykmA,4ykmB,4ykoA,4ykoB,5hzqA,5hzqB,5ogbA,6hkrA,6mopA,6moqA,6morA,6movA,6mowA,6moxA,6mpkA,6mqiA,6mqjA,6mqwA,6mqxA,6mqyA,6mqzA,6mr0A,6nnxA,6nnyA,6noeA
FALSE	4.1	Q9ZF13	Beta-mannanase (Fragment) OS=Thermobifida fusca OX=2021 GN=man PE=1 SV=1	1bqcA,2manA,3manA
FALSE	4.2	P02753	Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3	1brpA,1brqA,1jydA,1jyjA,1qabE,1qabF,1rbpA,1rlbE,1rlbF,2wq9A,2wqaE,2wqaF,2wr6A,3bszE,3bszF,3fmzA,3fmzB,4o9sA,4o9sB,4psqA,4psqB,5ntyA,5nu2A,5nu6A,5nu7A,5nu8A,5nu9A,5nuaA,5nubA,6qbaA
FALSE	4.2	P02931	Outer membrane porin F OS=Escherichia coli (strain K12) OX=83333 GN=ompF PE=1 SV=1	1bt9A,1gfmA,1gfnA,1gfoA,1gfpA,1gfqA,1hxtA,1hxuA,1hxxA,1mpfA,1opfA,1opfB,1opfC,1opfD,1opfE,1opfF,2omfA,2zfgA,2zldA,2zldB,3fyxA,3hw9A,3hw9B,3hwbA,3hwbB,3k19A,3k19B,3k19C,3k19D,3k19E,3k19F,3k19G,3k19H,3k19I,3k19J,3k19K,3k19L,3k1bA,3k1bB,3k1bC,3k1bD,3o0eA,3o0eB,3o0eC,3o0eD,3o0eE,3o0eF,3poqA,3pouA,3poxA,3poxB,3poxC,3poxD,3poxE,3poxF,4d5uA,4d5uB,4d5uC,4d5uD,4d5uE,4d5uF,4gcpA,4gcpB,4gcqA,4gcqB,4gcsA,4gcsB,4jfbA,4jfbB,4jfbC,4jfbD,4jfbE,4jfbF,4lseA,4lseB,4lseC,4lsfA,4lsfB,4lshA,4lshB,4lsiA,4lsiB,4lsiC,5nuoA,5nuoC,5nuoE,5nuqA,5nuqB,5nuqC,5nuqD,5nuqE,5nuqF,5nurA,5nurC,5nurE
FALSE	3.3	P42773	Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens OX=9606 GN=CDKN2C PE=1 SV=1	1bu9A,1g3nB,1g3nF,1ihbA,1ihbB,1mx2A,1mx2B,1mx4A,1mx4B,1mx6A,1mx6B
FALSE	5.4,4.6,5.5,5.4,4.6,5.5	P01023	Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	1bv8A,2p9rA,2p9rB,4acqA,4acqB,4acqC,4acqD
FALSE	3.1,3.2	P39116	Pectate lyase OS=Bacillus subtilis (strain 168) OX=224308 GN=pel PE=1 SV=1	1bn8A,2bspA,2nzmA,2o04A,2o0vA,2o0wA,2o17A,2o1dA,3krgA,5amvA,5x2iA
FALSE	4.2	P06971	Ferrichrome outer membrane transporter/phage receptor OS=Escherichia coli (strain K12) OX=83333 GN=fhuA PE=1 SV=2	1by3A,1by5A,1fcpA,1fi1A,1qffA,1qfgA,1qjqA,1qkcA,2fcpA,2grxA,2grxB,4cu4A
FALSE	4.4,3.3	P49951	Clathrin heavy chain 1 OS=Bos taurus OX=9913 GN=CLTC PE=1 SV=1	1b89A,1utcA,1utcB,1xi4A,1xi4B,1xi4C,1xi4D,1xi4E,1xi4F,1xi4G,1xi4H,1xi4I,1xi5A,1xi5B,1xi5C,1xi5D,1xi5E,1xi5F,1xi5G,1xi5H,1xi5I,3gc3B,3gd1I,3iyvA,3iyvB,3iyvC,3iyvD,3iyvE,3iyvF,3iyvG,3iyvH,3iyvI,3lvgA,3lvgB,3lvgC,3lvhA,3lvhB,3lvhC,3qilA,3qilB,3qilC,3qilD,3qilE,3qilF,3qilG,3qilH,3qilI,3qilJ,3qilK,3qilL,3qilM,3qilN,3qilO,3qilP,3qilQ,3qilR,3qilS,3qilT,3qilU,3qilV,3qilW,3qilX,5m5rA,5m5sA,5m5sB,5m5tA,5m5tB,5m5uA,5m5uB,5m5vA,5m5vB,5m61A,5m61B,6wcjA,6wcjC,6wcjD,6wcjG,6wcjH,6wcjI,6wcjK,6wcjL,6wcjM
FALSE	5.4,5.5,5.5	P01024	Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2	1c3dA,1ghqA,1w2sA,2a73A,2a73B,2a74A,2a74B,2a74C,2a74D,2a74E,2a74F,2goxA,2goxC,2i07A,2i07B,2iceA,2iceB,2iceC,2iceD,2iceE,2iceF,2icfA,2icfB,2nojA,2nojC,2nojE,2nojG,2qkiA,2qkiB,2qkiC,2qkiD,2qkiE,2qkiF,2wiiA,2wiiB,2winA,2winB,2winC,2winD,2winE,2winF,2winG,2winH,2wy7A,2wy8A,2xqwA,2xqwB,2xwbA,2xwbB,2xwbC,2xwbD,2xwjA,2xwjB,2xwjC,2xwjD,2xwjE,2xwjF,2xwjG,2xwjH,3d5rA,3d5rB,3d5sA,3d5sB,3g6jA,3g6jB,3g6jC,3g6jD,3l3oA,3l3oB,3l3oC,3l3oD,3l3oE,3l3oF,3l5nA,3l5nB,3nmsA,3nmsB,3nmsC,3oedA,3oedB,3ohxA,3ohxB,3ohxC,3ohxD,3ohxE,3ohxF,3oxuA,3oxuB,3oxuC,3rj3A,3rj3B,3rj3C,3t4aA,3t4aB,3t4aC,3t4aD,3t4aE,3t4aF,4hw5A,4hw5B,4hwjA,4i6oA,4m76A,4ontA,4ontB,4ontC,4zh1A,4zh1B,4zh1C,5fo7A,5fo7B,5fo8A,5fo8B,5fo9A,5fo9B,5fo9D,5fo9E,5foaA,5foaB,5foaC,5foaD,5fobA,5fobB,5nbqA,5nbqB,5nbqC,5o32A,5o32B,5o32E,5o32F,5o35A,5o35B,6ehgA,6ehgB,6ru5A,6ru5B,6rurA,6rurB,6rurG,6rurH,6ruvA,6ruvB,6ruvG,6ruvH,6s0bC
FALSE	4.4	P0A855	Tol-Pal system protein TolB OS=Escherichia coli (strain K12) OX=83333 GN=tolB PE=1 SV=1	1c5kA,1crzA,2hqsA,2hqsB,2hqsD,2hqsF,2ivzA,2ivzB,2ivzC,2ivzD,2w8bA,2w8bB,2w8bD,2w8bF,3iaxA
FALSE	4.2	P10790	Fatty acid-binding protein, heart OS=Bos taurus OX=9913 GN=FABP3 PE=1 SV=2	1bwyA
FALSE	5.2	P20333	Tumor necrosis factor receptor superfamily member 1B OS=Homo sapiens OX=9606 GN=TNFRSF1B PE=1 SV=3	1ca9G,1ca9H,3alqR,3alqS,3alqT,3alqU,3alqV,3alqW
FALSE	5.5,5.3,5.4,4.1	P32927	Cytokine receptor common subunit beta OS=Homo sapiens OX=9606 GN=CSF2RB PE=1 SV=2	1c8pA,1egjA,1gh7A,1gh7B,2gysA,2gysB,2na8A,2na9A,4nkqA,5dwuA,5dwuB,6nmyA,6nmyB,6nmyC,6nmyD
FALSE	5.2	P02749	Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3	1c1zA,1g4fA,1g4gA,1qubA,2kriA,3op8A,3op8B,4jhsA,6v06A,6v08A,6v09A
FALSE	4.2	P62965	Cellular retinoic acid-binding protein 1 OS=Mus musculus OX=10090 GN=Crabp1 PE=1 SV=2	1cbiA,1cbiB,1cbrA,1cbrB
FALSE	5.4	P00451	Coagulation factor VIII OS=Homo sapiens OX=9606 GN=F8 PE=1 SV=1	1cfgA,1d7pM,1facA,1iqdC,2r7eA,2r7eB,3cdzA,3cdzB,3hnbM,3hnyM,3hobA,3hobM,3j2qA,3j2qB,3j2sB,4bdvA,4bdvB,4ki5M,4pt6A,4pt6B,4xzuG,4xzuM,5k8dA,6mf0A,6mf0B,6mf2A
FALSE	4.1	P52270	Triosephosphate isomerase, glycosomal OS=Trypanosoma cruzi OX=5693 PE=1 SV=1	1ci1A,1ci1B,1suxA,1suxB,1tcdA,1tcdB,2omaA,2omaB,2v5bA,3q37A,3q37B,3q37C,3q37D,4hhpA,4hhpB
FALSE	5.3,4.1,3.1,3.3	P03069	General control protein GCN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN4 PE=1 SV=1	1ce9A,1ce9B,1ce9C,1ce9D,1dgcA,1fmhA,1fmhB,1gclA,1gclB,1gclC,1gclD,1gcmA,1gcmB,1gcmC,1ihqA,1ihqB,1ij0A,1ij0B,1ij0C,1ij1A,1ij1B,1ij1C,1ij2A,1ij2B,1ij2C,1ij3A,1ij3B,1ij3C,1ld4E,1ld4F,1ld4G,1ld4H,1ld4I,1ld4J,1ld4K,1ld4L,1llmC,1llmD,1nknA,1nknB,1nknC,1nknD,1piqA,1rb4A,1rb4B,1rb4C,1rb5A,1rb5B,1rb5C,1rb6A,1rb6B,1rb6C,1swiA,1swiB,1swiC,1tmzA,1tmzB,1untA,1untB,1unuA,1unuB,1unvA,1unvB,1unwA,1unwB,1unxA,1unxB,1unyA,1unyB,1unzA,1unzB,1uo0A,1uo0B,1uo1A,1uo1B,1uo2A,1uo2B,1uo3A,1uo3B,1uo4A,1uo4B,1uo5A,1uo5B,1w5gA,1w5gB,1w5hA,1w5hB,1w5iA,1w5iB,1w5jA,1w5jB,1w5jC,1w5jD,1w5kA,1w5kB,1w5kC,1w5kD,1w5lA,1w5lB,1ysaC,1ysaD,1ziiA,1ziiB,1zijA,1zijB,1zijC,1zikA,1zikB,1zilA,1zilB,1zimA,1zimB,1zimC,1ztaA,2ahpA,2ahpB,2b1fA,2b1fB,2b1fC,2b1fD,2b22A,2bniA,2bniB,2bniC,2bniD,2cceA,2cceB,2ccfA,2ccfB,2ccnA,2ccnB,2dgcA,2g9jA,2g9jB,2hy6A,2hy6B,2hy6C,2hy6D,2hy6E,2hy6F,2hy6G,2ipzA,2ipzB,2ipzC,2ipzD,2k8xA,2k8xB,2lpbB,2n9bA,2n9bB,2nrnA,2nrnB,2nrnC,2nrnD,2o7hA,2o7hB,2o7hC,2o7hD,2o7hE,2o7hF,2ovnA,2vkyB,2vnlA,2wpyA,2wpzA,2wpzB,2wpzC,2wq0A,2wq1A,2wq2A,2wq3A,2ynyA,2ynyB,2ynyC,2yo0A,2yo1A,2yo1B,2yo1C,2yo2A,2yo3A,2yo3B,2yo3C,2z5hI,2z5iI,2z5iJ,2ztaA,2ztaB,3azdA,3azdB,3basA,3basB,3batA,3batB,3batC,3batD,3ck4A,3ck4B,3ck4C,3ck4D,3ck4E,3ck4F,3ck4G,3ck4H,3ck4I,3ck4J,3ck4K,3ck4L,3crpA,3crpB,3crpC,3crpD,3crpE,3g9rA,3g9rB,3g9rC,3g9rD,3g9rE,3g9rF,3gjpA,3gjpB,3gjpC,3i1gA,3k7zA,3k7zB,3k7zC,3p8mC,3p8mD,3zmfA,3zmfB,3zmfC,4c46A,4c46B,4c46C,4dmdA,4dmdB,4hu5A,4hu5B,4hu6A,4hu6B,4hu6C,4hu6D,4nizA,4nizB,4nj0A,4nj0B,4nj1A,4nj1B,4nj2A,4nj2B,4owiA,4owiB,4tl1A,4tl1B,5appA,5appB,5appC,5apqA,5apqB,5apqC,5apsA,5aptA,5aptB,5aptC,5apuA,5apuB,5apuC,5apvA,5apvB,5apvC,5apvD,5apvE,5apvF,5apwA,5apwB,5apwC,5apxA,5apxB,5apxC,5apyA,5apyB,5apyC,5apzA,5iewA,5iewB,5iirA,5iirB,5iivA,5iivB,5khtA,5khtB,5khtC,5khtD,6h9mA,6h9mB,6h9mC,6hn4E,6hn4F,6hn5E,6hn5F,6o2eA,6o2fA,6vwgA,6vwgB,6vwhA,6vwhB,6vwiA,6vwiB,6vwjA,6vwjB
FALSE	3.1,3.4	P12528	Tail spike protein OS=Salmonella phage P22 OX=10754 GN=9 PE=1 SV=1	1clwA,1lktA,1lktB,1lktC,1lktD,1lktE,1lktF,1qa1A,1qa2A,1qa3A,1qq1A,1qrbA,1qrcA,1tspA,1tyuA,1tyvA,1tywA,1tyxA,2vfmA,2vfnA,2vfoA,2vfpA,2vfqA,2xc1A,2xc1B,2xc1C,3th0A,5gai0,5gaiY,5gaiZ
FALSE	5.2	P15529	Membrane cofactor protein OS=Homo sapiens OX=9606 GN=CD46 PE=1 SV=3	1cklA,1cklB,1cklC,1cklD,1cklE,1cklF,2o39C,2o39D,3inbC,3inbD,3l89M,3l89N,3l89O,3l89P,3l89Q,3l89R,3l89S,3l89T,3l89U,3l89V,3l89W,3l89X,3o8eB,3o8eD,5fo8C
FALSE	4.4	O66037	3-phytase OS=Bacillus sp. (strain DS11) OX=86035 GN=phy PE=1 SV=1	1cvmA,1h6lA,1pooA,1qlgA,2pooA
FALSE	4.2,5.4	P11922	Invasin OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=YPTB1668 PE=1 SV=2	1cwvA,4e1tA
FALSE	4.1,4.5,4.4	P20701	Integrin alpha-L OS=Homo sapiens OX=9606 GN=ITGAL PE=1 SV=3	1cqpA,1cqpB,1dgqA,1lfaA,1lfaB,1mjnA,1mq8B,1mq8D,1mq9A,1mqaA,1rd4A,1rd4B,1rd4C,1rd4D,1t0pA,1xddA,1xddB,1xdgA,1xdgB,1xuoA,1xuoB,1zonA,1zooA,1zooB,1zopA,1zopB,2icaA,2k8oA,2m3eA,2o7nA,3bn3A,3bqmB,3bqmC,3bqnB,3bqnC,3e2mA,3e2mB,3eoaI,3eoaJ,3eobI,3eobJ,3f74A,3f74B,3f74C,3f78A,3f78B,3f78C,3hi6A,3hi6B,3m6fA,3tcxB,3tcxD,3tcxF,3tcxH,3tcxJ,3tcxL,3tcxN,3tcxP,3tcxR,3tcxT,3tcxV,3tcxX,3tcxZ,3tcxb,4ixdA,5e6rA,5e6sA,5e6sC,5e6sE,5e6uA
FALSE	3.1	P26214	Endopolygalacturonase II OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=pgaII PE=1 SV=1	1czfA,1czfB
FALSE	3.6	P04525	DNA polymerase clamp OS=Enterobacteria phage T4 OX=10665 GN=45 PE=1 SV=3	1czdA,1czdB,1czdC,3u5zF,3u5zG,3u5zH,3u5zP,3u5zQ,3u5zR,3u60F,3u60G,3u60H,3u61F,3u61G,3u61H,6drtA,6drtB,6drtC
FALSE	5.5,4.6	P01031	Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4	1cfaA,1kjsA,1xweA,3cu7A,3cu7B,3hqaA,3hqaB,3hqbA,3hqbB,3klsA,3klsB,3km9A,3km9B,3prxA,3prxC,3pvmA,3pvmC,4a5wA,4e0sA,4p39A,4p39B,4p39C,4p39D,4uu9C,4uu9D,5b4pB,5b4pD,5b71E,5b71F,5hccA,5hccB,5hcdA,5hcdB,5hceA,5hceB,5i5kA,5i5kB,6h03A,6h04A,6i2xA,6i2xC,6rptA,6rptC,6rptE,6rqjA,6rqjB
FALSE	5.5,5.4	P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	1d3eI,1d3iI,1d3lA,1iamA,1ic1A,1ic1B,1mq8A,1mq8C,1p53A,1p53B,1z7zI,2oz4A,3tcxA,3tcxC,3tcxE,3tcxG,3tcxI,3tcxK,3tcxM,3tcxO,3tcxQ,3tcxS,3tcxU,3tcxW,3tcxY,3tcxa,5mzaB,6eit4,6s8uB
FALSE	5.2	P25942	Tumor necrosis factor receptor superfamily member 5 OS=Homo sapiens OX=9606 GN=CD40 PE=1 SV=1	1czzD,1czzE,1d00I,1d00J,1d00K,1d00L,1d00M,1d00N,1d00O,1d00P,1fllX,1fllY,1lb6B,3qd6R,3qd6S,3qd6T,3qd6U,5dmiA,5dmjA,5dmjD,5dmjF,5ihlA,5ihlD,5ihlF,5ihlH,6faxR,6pe8T,6pe8U,6pe9G,6pe9I,6pe9J,6pe9U,6pe9V
FALSE	3.3	Q04631	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Rattus norvegicus OX=10116 GN=Fnta PE=1 SV=1	1d8dA,1d8eA,1fppA,1ft1A,1ft2A,1jcrA,1jcsA,1kzoA,1kzpA,1n4pA,1n4pC,1n4pE,1n4pG,1n4pI,1n4pK,1n4qA,1n4qC,1n4qE,1n4qG,1n4qI,1n4qK,1n4rA,1n4rC,1n4rE,1n4rG,1n4rI,1n4rK,1n4sA,1n4sC,1n4sE,1n4sG,1n4sI,1n4sK,1n94A,1n95A,1n9aA,1ni1A,1nl4A,1o1rA,1o1sA,1o1tA,1o5mA,1qbqA,1s64A,1s64C,1s64E,1s64G,1s64I,1s64K,1sa5A,1tn7A,1tn8A,1tnbA,1tnbC,1tnbE,1tnbG,1tnbI,1tnbK,1tnoA,1tnoC,1tnoE,1tnoG,1tnoI,1tnoK,1tnuA,1tnuC,1tnuE,1tnuG,1tnuI,1tnuK,1tnyA,1tnyC,1tnyE,1tnyG,1tnyI,1tnyK,1tnzA,1tnzC,1tnzE,1tnzG,1tnzI,1tnzK,1x81A,2bedA,2r2lA,2zirA,2zisA,3dpyA,3e30A,3e32A,3e33A,3e34A,3eu5A,3euvA,3kslA,3ksqA,3pz4A,4gtmA,4gtoA,4gtpA,4gtqA,4gtrA
FALSE	4.6	Q02293	Protein farnesyltransferase subunit beta OS=Rattus norvegicus OX=10116 GN=Fntb PE=1 SV=1	1d8dB,1d8eB,1fppB,1ft1B,1ft2B,1jcrB,1jcsB,1kzoB,1kzpB,1n94B,1n95B,1n9aB,1ni1B,1nl4B,1o1rB,1o1sB,1o1tB,1o5mB,1qbqB,1sa5B,1tn7B,1tn8B,1x81B,2bedB,2r2lB,2zirB,2zisB,3dpyB,3e30B,3e32B,3e33B,3e34B,3eu5B,3euvB,3kslB,3ksqB,3pz4B,4gtmB,4gtoB,4gtpB,4gtqB,4gtrB
FALSE	3.1	Q46079	Chondroitinase-B OS=Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3) OX=485917 GN=cslB PE=1 SV=2	1dbgA,1dboA,1oflA,1ofmA
FALSE	3.1	P14283	Pertactin autotransporter OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) OX=257313 GN=prn PE=1 SV=3	1dabA
FALSE	3.3,3.2	Q08602	Geranylgeranyl transferase type-2 subunit alpha OS=Rattus norvegicus OX=10116 GN=Rabggta PE=1 SV=1	1dceA,1dceC,1ltxA,3c72A,3dssA,3dstA,3dsuA,3dsvA,3dswA,3dsxA,3hxbA,3hxcA,3hxdA,3hxeA,3hxfA,3pz1A,3pz2A,3pz3A,4ehmA,4gtsA,4gttA,4gtvA
FALSE	3.2	P0DQD2	Internalin B OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=inlB PE=1 SV=1	1d0bA,1h6tA,1m9sA,1otmA,1otnA,1otoA,2uzxA,2uzxC,2uzyA,2uzyC,2wquA,2wquB,2wquC,2wquD,2wquE,2wquF,2wqvA,2wqvB,2wqwA,2wqwB,2wqxA,2wqxB,2y5pA,2y5pB,2y5pC,2y5pD,2y5qA,4cilA,6dbgA,6dbgB
FALSE	3.3	Q7SIG6	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Asap2 PE=1 SV=3	1dcqA
FALSE	4.2	P11589	Major urinary protein 2 OS=Mus musculus OX=10090 GN=Mup2 PE=1 SV=1	1df3A,1jv4A,1qy0A,1qy2A,1zndA,1zneA,1zngA,1znhA,1znkA,1znlA,2dm5A,2ozqA
FALSE	5.5,5.4	Q8WZ42	Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4	1bpvA,1g1cA,1g1cB,1nctA,1ncuA,1titA,1tiuA,1tkiA,1tkiB,1tnmA,1tnnA,1waaA,1waaB,1waaC,1waaD,1waaE,1waaF,1ya5A,1ya5B,2a38A,2a38B,2a38C,2bk8A,2f8vA,2f8vB,2f8vC,2f8vD,2illA,2j8hA,2j8oA,2j8oB,2nziA,2nziB,2rq8A,2wp3T,2wwkT,2wwmD,2wwmT,2y9rT,3knbA,3lcyA,3lcyB,3lcyC,3lcyD,3lpwA,3lpwB,3pucA,3q5oA,3q5oB,3qp3A,3qp3B,3qp3C,4c4kT,4jnwA,4jnwB,4o00A,4o00B,4qegA,4uow1,4uow3,4uow5,4uow7,4uow9,4uowB,4uowD,4uowF,4uowH,4uowJ,4uowL,4uowN,4uowP,4uowR,4uowT,4uowV,4uowX,4uowZ,5bs0C,5jddA,5jdeA,5jdeB,5jdjA,5jdjB,5jdjC,5jdjD,5jdjE,5jdjF,5jdjG,5jdjH,5jdjI,5jdjJ,5jdjK,5jdjL,5jdjM,5jdjN,5jdjO,5jdjP,5joeA,6dl4A,6fwxA,6fwxB,6h4lA,6hciA,6hciB,6hciC,6hciD,6i0yz,6sdbA,6sdbB,6sdbC,6sdbD,6sdbE
FALSE	3.2	P10775	Ribonuclease inhibitor OS=Sus scrofa OX=9823 GN=RNH1 PE=1 SV=1	1dfjI,2bnhA
FALSE	4.1	P0A6L2	4-hydroxy-tetrahydrodipicolinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=dapA PE=1 SV=1	1dhpA,1dhpB,1s5tA,1s5tB,1s5vA,1s5vB,1s5wA,1s5wB,1yxcA,1yxcB,1yxdA,1yxdB,2a6lA,2a6lB,2a6nA,2a6nB,2atsA,2atsB,2ojpA,2ojpB,2purA,2purB,3c0jA,3c0jB,3denA,3denB,3du0A,3du0B,3i7qA,3i7qB,3i7rA,3i7rB,3i7sA,3i7sB,4eouA,4eouB,5t26A,5t26B
FALSE	4.1	Q56320	N-(5'-phosphoribosyl)anthranilate isomerase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=trpF PE=1 SV=1	1dl3A,1dl3B,1lbmA,1nsjA
FALSE	4.2	P80188	Neutrophil gelatinase-associated lipocalin OS=Homo sapiens OX=9606 GN=LCN2 PE=1 SV=2	1dfvA,1dfvB,1l6mA,1l6mB,1l6mC,1nglA,1qqsA,1x71A,1x71B,1x71C,1x89A,1x89B,1x89C,1x8uA,1x8uB,1x8uC,3by0A,3by0B,3by0C,3cbcA,3cbcB,3cbcC,3cmpA,3cmpB,3cmpC,3dszA,3dszB,3dtqA,3dtqB,3dtqC,3fw4A,3fw4B,3fw4C,3fw5A,3fw5B,3fw5C,3hwdA,3hwdB,3hwdC,3hweA,3hweB,3hweC,3hwfA,3hwfB,3hwfC,3hwgA,3hwgB,3hwgC,3i0aA,3i0aB,3i0aC,3k3lA,3k3lB,3k3lC,3pecA,3pecB,3pecC,3pedA,3pedB,3pedC,3t1dA,3t1dB,3t1dC,3tf6A,3tf6B,3tf6C,3tzsA,3tzsB,3tzsC,3u0dA,3u0dB,3u0dC,3u0dD,4gh7A,4gh7C,4iawA,4iawB,4iawC,4iaxA,4k19A,4k19B,4k19C,4mviA,4mvkA,4mvlA,4mvlB,4mvlC,4mvlD,4qaeA,4qaeB,4qaeC,4qaeD,4qaeE,4qaeF,4zfxA,4zfxB,4zfxC,4zhcA,4zhcB,4zhcC,4zhdA,4zhdB,4zhdC,4zhfA,4zhfB,4zhfC,4zhfD,4zhfE,4zhfF,4zhgA,4zhgB,4zhgC,4zhgD,4zhgE,4zhgF,4zhhA,4zhhB,4zhhC,4zhhD,4zhhE,4zhhF,5jr8A,5jr8B,5khpA,5khpB,5khpC,5kicA,5kicB,5kicC,5kidA,5kidB,5kidC,5mhhA,5n47A,5n47C,5n47E,5n48A,5n48C,5nknA,6gqzA,6gqzB,6gr0A,6gr0B,6gr0C,6o5dA,6o5dB,6o5dC,6qmuA,6qmuB,6s8vA,6s8vC,6suaA,6suaC
